Gmt time,Open,High,Low,Close,Volume
03.08.2004 00:00:00.000,1.09710,1.10050,1.09220,1.09230,45414.3906
04.08.2004 00:00:00.000,1.09200,1.09520,1.08930,1.09050,89363.8047
05.08.2004 00:00:00.000,1.09050,1.09340,1.09020,1.09130,54936.7656
06.08.2004 00:00:00.000,1.09100,1.10380,1.08800,1.08900,89363.8047
07.08.2004 00:00:00.000,1.08900,1.08900,1.08900,1.08900,0
08.08.2004 00:00:00.000,1.08900,1.08900,1.08900,1.08900,0
09.08.2004 00:00:00.000,1.08980,1.09740,1.08980,1.09480,44681.9023
10.08.2004 00:00:00.000,1.09400,1.09560,1.09210,1.09270,74714
11.08.2004 00:00:00.000,1.09130,1.09730,1.08850,1.09010,31497.0781
12.08.2004 00:00:00.000,1.09040,1.09270,1.08240,1.08440,41751.9414
13.08.2004 00:00:00.000,1.08430,1.08640,1.07560,1.07480,77643.9609
14.08.2004 00:00:00.000,1.07480,1.07480,1.07480,1.07480,0
15.08.2004 00:00:00.000,1.07480,1.07480,1.07480,1.07480,0
16.08.2004 00:00:00.000,1.07480,1.08170,1.07480,1.07980,90096.2969
17.08.2004 00:00:00.000,1.07970,1.08070,1.07450,1.07750,26369.6465
18.08.2004 00:00:00.000,1.07680,1.07830,1.07500,1.07660,39554.4727
19.08.2004 00:00:00.000,1.07700,1.08360,1.07700,1.07670,47611.8633
20.08.2004 00:00:00.000,1.07670,1.08080,1.07520,1.07490,61529.1758
21.08.2004 00:00:00.000,1.07490,1.07490,1.07490,1.07490,0
22.08.2004 00:00:00.000,1.07490,1.07490,1.07490,1.07490,0
23.08.2004 00:00:00.000,1.07310,1.07880,1.07310,1.07560,53471.7852
24.08.2004 00:00:00.000,1.07450,1.08840,1.07440,1.08630,39554.4727
25.08.2004 00:00:00.000,1.08590,1.08940,1.08210,1.08580,32962.0586
26.08.2004 00:00:00.000,1.08510,1.08740,1.07960,1.08090,80573.9219
27.08.2004 00:00:00.000,1.07970,1.08280,1.07370,1.07560,32962.0586
28.08.2004 00:00:00.000,1.07560,1.07560,1.07560,1.07560,0
29.08.2004 00:00:00.000,1.07560,1.07560,1.07560,1.07560,0
30.08.2004 00:00:00.000,1.07240,1.07800,1.07190,1.07560,93758.7422
31.08.2004 00:00:00.000,1.07570,1.07690,1.07180,1.07370,30764.5879
01.09.2004 00:00:00.000,1.07320,1.07590,1.06870,1.07140,85701.3516
02.09.2004 00:00:00.000,1.07110,1.07630,1.07020,1.07510,89363.8047
03.09.2004 00:00:00.000,1.07730,1.07740,1.06400,1.06290,65924.1172
04.09.2004 00:00:00.000,1.06290,1.06290,1.06290,1.06290,0
05.09.2004 00:00:00.000,1.06290,1.06290,1.06290,1.06290,0
06.09.2004 00:00:00.000,1.06290,1.06970,1.06290,1.06480,68854.0781
07.09.2004 00:00:00.000,1.06440,1.07350,1.06290,1.07100,48344.3516
08.09.2004 00:00:00.000,1.07070,1.07470,1.06760,1.06580,47611.8633
09.09.2004 00:00:00.000,1.06600,1.06710,1.05320,1.05320,62994.1563
10.09.2004 00:00:00.000,1.05310,1.06240,1.05310,1.05830,68854.0781
11.09.2004 00:00:00.000,1.05830,1.05830,1.05830,1.05830,0
12.09.2004 00:00:00.000,1.05830,1.05830,1.05830,1.05830,0
13.09.2004 00:00:00.000,1.05970,1.06250,1.05860,1.05940,30032.0977
14.09.2004 00:00:00.000,1.05950,1.06160,1.05800,1.05940,26369.6465
15.09.2004 00:00:00.000,1.05890,1.06110,1.05610,1.05680,42484.4297
16.09.2004 00:00:00.000,1.05720,1.06140,1.05600,1.05640,58599.2148
17.09.2004 00:00:00.000,1.05640,1.05950,1.05630,1.05420,55669.2539
