Gmt time,Open,High,Low,Close,Volume
05.01.2009 00:00:00.000,1.68490,1.68980,1.61145,1.61970,141933.7344
06.01.2009 00:00:00.000,1.61970,1.62185,1.57515,1.59920,155161.8594
07.01.2009 00:00:00.000,1.59920,1.63305,1.59245,1.62825,159698.9531
08.01.2009 00:00:00.000,1.62845,1.64355,1.61430,1.61770,154155.125
09.01.2009 00:00:00.000,1.61790,1.63185,1.59120,1.59765,126612.8203
10.01.2009 00:00:00.000,1.59765,1.59765,1.59765,1.59765,0
11.01.2009 00:00:00.000,1.59836,1.60215,1.59555,1.59670,10213.4404
12.01.2009 00:00:00.000,1.59670,1.62985,1.59220,1.62495,166545.0781
13.01.2009 00:00:00.000,1.62495,1.63395,1.61000,1.61515,192329.3125
14.01.2009 00:00:00.000,1.61520,1.64775,1.60950,1.64595,181642.3125
15.01.2009 00:00:00.000,1.64595,1.65670,1.63265,1.64675,210882.9219
16.01.2009 00:00:00.000,1.64685,1.66465,1.63470,1.64758,207479.1875
17.01.2009 00:00:00.000,1.64758,1.64758,1.64758,1.64758,0
18.01.2009 00:00:00.000,1.65587,1.65940,1.65085,1.65445,13078.2998
19.01.2009 00:00:00.000,1.65445,1.65850,1.63675,1.64060,132647.2031
20.01.2009 00:00:00.000,1.64060,1.64250,1.62265,1.63025,175963.7969
21.01.2009 00:00:00.000,1.63025,1.64595,1.62555,1.63755,187004.9375
22.01.2009 00:00:00.000,1.63755,1.64940,1.62505,1.62850,189669.6406
23.01.2009 00:00:00.000,1.62860,1.63125,1.59205,1.59580,156388.8438
24.01.2009 00:00:00.000,1.59580,1.59580,1.59580,1.59580,0
25.01.2009 00:00:00.000,1.59835,1.59949,1.58940,1.59505,9740.2002
26.01.2009 00:00:00.000,1.59520,1.61865,1.57605,1.61220,196615.1875
27.01.2009 00:00:00.000,1.61230,1.62605,1.60885,1.61790,201293.2969
28.01.2009 00:00:00.000,1.61790,1.62840,1.59080,1.59565,218793.0469
29.01.2009 00:00:00.000,1.59565,1.60065,1.57655,1.58430,219872.6875
30.01.2009 00:00:00.000,1.58425,1.59445,1.56525,1.57265,239129.7344
31.01.2009 00:00:00.000,1.57265,1.57265,1.57265,1.57265,0
01.02.2009 00:00:00.000,1.57337,1.57340,1.56335,1.56540,13313.2002
02.02.2009 00:00:00.000,1.56540,1.60285,1.56320,1.59610,256397.5938
03.02.2009 00:00:00.000,1.59610,1.61105,1.59385,1.60335,215267.1563
04.02.2009 00:00:00.000,1.60350,1.61102,1.57495,1.58195,223533.2188
05.02.2009 00:00:00.000,1.58200,1.58875,1.56895,1.57335,213833.7344
06.02.2009 00:00:00.000,1.57330,1.60890,1.57317,1.57725,210850.5
07.02.2009 00:00:00.000,1.57725,1.57725,1.57725,1.57725,0
08.02.2009 00:00:00.000,1.57650,1.58447,1.57622,1.58365,15398.4004
09.02.2009 00:00:00.000,1.58365,1.59810,1.57275,1.58000,250469.0938
10.02.2009 00:00:00.000,1.58000,1.60775,1.56750,1.60265,260691.5
11.02.2009 00:00:00.000,1.60280,1.62395,1.59580,1.59600,223616.1563
12.02.2009 00:00:00.000,1.59630,1.60840,1.58650,1.60155,221457.5938
13.02.2009 00:00:00.000,1.60165,1.60555,1.58225,1.58677,184918.5938
14.02.2009 00:00:00.000,1.58677,1.58677,1.58677,1.58677,0
15.02.2009 00:00:00.000,1.59042,1.59213,1.58235,1.58795,11577.7998
16.02.2009 00:00:00.000,1.58800,1.59630,1.58210,1.58920,149219.7969
17.02.2009 00:00:00.000,1.58920,1.60045,1.57815,1.59090,266301.8125
18.02.2009 00:00:00.000,1.59090,1.59490,1.57650,1.58285,236018.5938
