Gmt time,Open,High,Low,Close,Volume
05.01.2009 00:00:00.000,1.49495,1.51410,1.49270,1.51145,182397.9063
06.01.2009 00:00:00.000,1.51150,1.51220,1.49750,1.50730,263833.3125
07.01.2009 00:00:00.000,1.50730,1.50960,1.49320,1.50230,262909.9063
08.01.2009 00:00:00.000,1.50230,1.50425,1.49330,1.49855,231610.5938
09.01.2009 00:00:00.000,1.49860,1.50520,1.49165,1.49887,139702.2031
10.01.2009 00:00:00.000,1.49887,1.49887,1.49887,1.49887,0
11.01.2009 00:00:00.000,1.49540,1.50133,1.49360,1.49505,20772.5996
12.01.2009 00:00:00.000,1.49500,1.50340,1.48535,1.48930,131974.5
13.01.2009 00:00:00.000,1.48930,1.49035,1.47365,1.47610,171410.7344
14.01.2009 00:00:00.000,1.47610,1.48380,1.46565,1.47310,173092.2031
15.01.2009 00:00:00.000,1.47320,1.48140,1.46755,1.47645,261252.3438
16.01.2009 00:00:00.000,1.47645,1.48825,1.47395,1.48358,231004.5
17.01.2009 00:00:00.000,1.48358,1.48358,1.48358,1.48358,0
18.01.2009 00:00:00.000,1.48847,1.49265,1.48356,1.49150,18760.1992
19.01.2009 00:00:00.000,1.49150,1.49270,1.48015,1.48215,166985.0938
20.01.2009 00:00:00.000,1.48210,1.48605,1.47580,1.47840,221668.5
21.01.2009 00:00:00.000,1.47840,1.50525,1.47345,1.50075,335965.7813
22.01.2009 00:00:00.000,1.50080,1.51070,1.49245,1.50035,296249.25
23.01.2009 00:00:00.000,1.50035,1.50360,1.48940,1.49780,160567.5
24.01.2009 00:00:00.000,1.49780,1.49780,1.49780,1.49780,0
25.01.2009 00:00:00.000,1.50030,1.50055,1.49295,1.49710,28772
26.01.2009 00:00:00.000,1.49720,1.50905,1.49458,1.50140,191508.7031
27.01.2009 00:00:00.000,1.50135,1.50875,1.49630,1.50605,172936.0938
28.01.2009 00:00:00.000,1.50600,1.51925,1.50385,1.51560,167468.5781
29.01.2009 00:00:00.000,1.51565,1.51645,1.48920,1.49320,195412.9063
30.01.2009 00:00:00.000,1.49320,1.49930,1.48235,1.48718,328843.5938
31.01.2009 00:00:00.000,1.48718,1.48718,1.48718,1.48718,0
01.02.2009 00:00:00.000,1.48513,1.48699,1.48138,1.48265,19905.5996
02.02.2009 00:00:00.000,1.48280,1.49395,1.48095,1.48900,443957.5625
03.02.2009 00:00:00.000,1.48900,1.49720,1.48225,1.48890,356068.5
04.02.2009 00:00:00.000,1.48890,1.49390,1.48590,1.48840,241269.9063
05.02.2009 00:00:00.000,1.48835,1.50035,1.48725,1.49795,171925.2969
06.02.2009 00:00:00.000,1.49795,1.50825,1.49550,1.50237,161123.9063
07.02.2009 00:00:00.000,1.50237,1.50237,1.50237,1.50237,0
08.02.2009 00:00:00.000,1.50205,1.50550,1.50038,1.50370,39124
09.02.2009 00:00:00.000,1.50360,1.51515,1.49880,1.51280,196051.2969
10.02.2009 00:00:00.000,1.51275,1.51405,1.49035,1.49320,242268.7656
11.02.2009 00:00:00.000,1.49320,1.50110,1.49205,1.49350,171763.5625
12.02.2009 00:00:00.000,1.49350,1.49745,1.48730,1.49615,206674.9688
13.02.2009 00:00:00.000,1.49620,1.49855,1.49050,1.49232,196194.9063
14.02.2009 00:00:00.000,1.49232,1.49232,1.49232,1.49232,0
15.02.2009 00:00:00.000,1.49222,1.49315,1.48595,1.48805,26261.002
16.02.2009 00:00:00.000,1.48810,1.49260,1.48260,1.48385,139691.375
17.02.2009 00:00:00.000,1.48390,1.48640,1.47040,1.47065,211804.7969
18.02.2009 00:00:00.000,1.47065,1.48425,1.46980,1.47615,165532.3594
19.02.2009 00:00:00.000,1.47615,1.49455,1.47530,1.48665,188113.4063
20.02.2009 00:00:00.000,1.48665,1.49890,1.47585,1.48212,217941.5156
21.02.2009 00:00:00.000,1.48212,1.48212,1.48212,1.48212,0
22.02.2009 00:00:00.000,1.48210,1.48533,1.47857,1.48275,17183.1992
23.02.2009 00:00:00.000,1.48270,1.49325,1.47945,1.48340,244546.2031
24.02.2009 00:00:00.000,1.48335,1.49180,1.47705,1.49100,218338.7813
25.02.2009 00:00:00.000,1.49095,1.49235,1.47995,1.48770,166173.1406
26.02.2009 00:00:00.000,1.48780,1.49085,1.48185,1.48285,121949
27.02.2009 00:00:00.000,1.48285,1.48810,1.47655,1.48190,143615.3906
